Feature Pair,F-Statistic,P-Value
passiveV_vs_conjunctToWords,0.07215877973926725,0.7885302259493735
passiveV_vs_conjunctNum,0.15789877559539706,0.6915745610171957
passiveV_vs_conjunctTypesToTotal,0.42775120670120365,0.5139385401726645
passiveV_vs_conjunctNeighborSent,0.011871474454391505,0.9133598844189612
passiveV_vs_Segment,,
passiveV_vs_WC,,
passiveV_vs_WPS,,
passiveV_vs_BigWords,,
passiveV_vs_emopos,,
passiveV_vs_emoneg,,
passiveV_vs_anxiete,,
passiveV_vs_colère,,
passiveV_vs_tristesse,,
passiveV_vs_cognition,,
passiveV_vs_perspicacite,,
passiveV_vs_cause,,
passiveV_vs_divergence,,
passiveV_vs_tentative,,
passiveV_vs_certitude,,
passiveV_vs_inhibition,,
passiveV_vs_inclusion,,
passiveV_vs_exclusion,,
passiveV_vs_perception,,
passiveV_vs_remplisseur,,
passiveV_vs_Unnamed: 5,,
passiveV_vs_Unnamed: 6,,
passiveV_vs_Unnamed: 7,,
passiveV_vs_Unnamed: 8,,
passiveV_vs_Unnamed: 9,,
passiveV_vs_Unnamed: 10,,
passiveV_vs_Unnamed: 11,,
passiveV_vs_Unnamed: 12,,
passiveV_vs_Unnamed: 13,,
passiveV_vs_Unnamed: 14,,
passiveV_vs_Unnamed: 15,,
passiveV_vs_Unnamed: 16,,
passiveV_vs_Unnamed: 17,,
passiveV_vs_Unnamed: 18,,
passiveV_vs_Unnamed: 19,,
passiveV_vs_Unnamed: 20,,
passiveV_vs_Unnamed: 21,,
passiveV_vs_Unnamed: 38,,
passiveV_vs_Unnamed: 39,,
passiveV_vs_Unnamed: 40,,
passiveV_vs_Unnamed: 41,,
passiveV_vs_Unnamed: 42,,
passiveV_vs_DISC_RefExprPronounsPerNoun,4.358907554050618,0.038239503153168486
passiveV_vs_DISC_RefExprPronounsPerSen,3.959351009807496,0.04814279726798324
passiveV_vs_DISC_RefExprPronounsPerWord,5.7431792346652175,0.0175886848698374
passiveV_vs_DISC_RefExprPerPronounsPerSen,3.959351009807496,0.04814279726798324
passiveV_vs_DISC_RefExprPerProPerWord,5.7431792346652175,0.0175886848698374
passiveV_vs_DISC_RefExprPossProPerSen,,
passiveV_vs_DISC_RefExprPossProPerWord,,
passiveV_vs_DISC_RefExprDefArtPerSen,,
passiveV_vs_DISC_RefExprDefArtPerWord,,
passiveV_vs_DISC_RefExprProperNounsPerNoun,0.03960198445097809,0.8424879374919878
negLang_vs_POS_numNouns,0.13584125626647423,0.712888857602042
negLang_vs_POS_numProperNouns,0.9268333888030255,0.3369931436261304
negLang_vs_POS_numPronouns,0.6839651570909905,0.40933195879559536
negLang_vs_POS_numConjunct,2.6409565854021118,0.1059101235970793
negLang_vs_POS_numAdjectives,0.15293733486418706,0.6962116899359063
negLang_vs_POS_numVerbs,0.4325667466171675,0.5115817896448942
negLang_vs_POS_numAdverbs,0.3580051294741091,0.5503768155219174
negLang_vs_POS_numModals,,
negLang_vs_POS_numPrepositions,4.106001552182335,0.044223839114921774
negLang_vs_POS_numInterjections,7.4633733285180375,0.006931207616815632
negLang_vs_POS_numPerPronouns,0.6839651570909905,0.40933195879559536
negLang_vs_POS_numWhPronouns,,
negLang_vs_POS_numLexicals,0.0025914393252467085,0.9594573597111589
negLang_vs_POS_numFunctionWords,0.457221536813885,0.49980299371489345
negLang_vs_POS_numDeterminers,0.1405361687358698,0.7081948437371843
negLang_vs_POS_numVerbsVB,0.32042421833954193,0.5720657569787821
negLang_vs_POS_numVerbsVBG,,
negLang_vs_POS_numVerbsVBN,4.882224457886685,0.028410407975545865
negLang_vs_POS_numVerbsVBP,,
negLang_vs_POS_numVerbsVBZ,,
negLang_vs_POS_advVar,0.5040124338718025,0.47867138473045545
negLang_vs_POS_adjVar,0.24949633735210067,0.6180467824554672
negLang_vs_POS_modVar,0.05768602638428188,0.8104677520722006
negLang_vs_POS_nounVar,0.10529839690626641,0.7459427073110606
negLang_vs_POS_verbVar1,16.98664428723768,5.762659430264695e-05
negLang_vs_POS_verbVar2,0.5103240053092775,0.47593439493907574
negLang_vs_POS_squaredVerbVar1,8.115174873113066,0.004906870874151421
negLang_vs_POS_correctedVV1,7.2972549039374135,0.007573502544688771
negLang_vs_localNounOverlapCount,,
negLang_vs_localArgumentOverlapCount,4.4112027462228476e-05,0.9947081759070189
negLang_vs_localStemOverlapCount,0.05408649397293691,0.8163663711657891
negLang_vs_localContentWordOverlap,0.7012990740908921,0.40347051359725594
negLang_vs_globalNounOverlapCount,,
negLang_vs_globalArgumentOverlapCount,1.515816506238979,0.21987792248230148
negLang_vs_globalStemOverlapCount,2.030376154828044,0.15593344039839233
negLang_vs_globalContentWordOverlap,0.9756869031118781,0.3246067521340841
negLang_vs_TTR,0.7798156310518729,0.3783886071749739
negLang_vs_CorrectedTTR,0.03149258032066883,0.8593476916828755
negLang_vs_RootTTR,0.03149258032067521,0.8593476916828755
negLang_vs_BilogTTR,0.011391045415644055,0.9151242944233139
negLang_vs_MTLD,0.6211862549985409,0.4316551578496489
negLang_vs_conjunctToSent,1.002738133083739,0.31800819490676924
negLang_vs_conjunctTypesToSent,3.4988312994726356,0.06305368214442078
negLang_vs_conjunctToWords,1.8034265133320486,0.1810086744227729
negLang_vs_conjunctNum,0.04241888783847617,0.8370587302711937
negLang_vs_conjunctTypesToTotal,0.958440899189392,0.32890870883576695
negLang_vs_conjunctNeighborSent,0.008860441458981445,0.9251118279078915
negLang_vs_Segment,,
negLang_vs_WC,,
negLang_vs_WPS,,
negLang_vs_BigWords,,
negLang_vs_emopos,,
negLang_vs_emoneg,,
negLang_vs_anxiete,,
negLang_vs_colère,,
negLang_vs_tristesse,,
negLang_vs_cognition,,
negLang_vs_perspicacite,,
negLang_vs_cause,,
negLang_vs_divergence,,
negLang_vs_tentative,,
negLang_vs_certitude,,
negLang_vs_inhibition,,
negLang_vs_inclusion,,
negLang_vs_exclusion,,
negLang_vs_perception,,
negLang_vs_remplisseur,,
negLang_vs_Unnamed: 5,,
negLang_vs_Unnamed: 6,,
negLang_vs_Unnamed: 7,,
negLang_vs_Unnamed: 8,,
negLang_vs_Unnamed: 9,,
negLang_vs_Unnamed: 10,,
negLang_vs_Unnamed: 11,,
negLang_vs_Unnamed: 12,,
negLang_vs_Unnamed: 13,,
negLang_vs_Unnamed: 14,,
negLang_vs_Unnamed: 15,,
negLang_vs_Unnamed: 16,,
negLang_vs_Unnamed: 17,,
negLang_vs_Unnamed: 18,,
negLang_vs_Unnamed: 19,,
negLang_vs_Unnamed: 20,,
negLang_vs_Unnamed: 21,,
negLang_vs_Unnamed: 38,,
negLang_vs_Unnamed: 39,,
negLang_vs_Unnamed: 40,,
negLang_vs_Unnamed: 41,,
negLang_vs_Unnamed: 42,,
negLang_vs_DISC_RefExprPronounsPerNoun,0.5113465735038614,0.4754933710428094
negLang_vs_DISC_RefExprPronounsPerSen,0.9545771596034969,0.3298829194837053
negLang_vs_DISC_RefExprPronounsPerWord,0.8675220825138331,0.3529037680757934
negLang_vs_DISC_RefExprPerPronounsPerSen,0.9545771596034969,0.3298829194837053
negLang_vs_DISC_RefExprPerProPerWord,0.8675220825138331,0.3529037680757934
negLang_vs_DISC_RefExprPossProPerSen,,
negLang_vs_DISC_RefExprPossProPerWord,,
negLang_vs_DISC_RefExprDefArtPerSen,,
negLang_vs_DISC_RefExprDefArtPerWord,,
negLang_vs_DISC_RefExprProperNounsPerNoun,0.6112095436862846,0.435371432995029
metaphor_vs_POS_numNouns,0.003777366966907602,0.9510615950848736
metaphor_vs_POS_numProperNouns,34.14050219344061,2.3927186316296558e-08
metaphor_vs_POS_numPronouns,0.5328536161457443,0.4663691778753729
metaphor_vs_POS_numConjunct,0.10217984320739841,0.7496041192673397
metaphor_vs_POS_numAdjectives,3.1917330409654174,0.0757134988879329
metaphor_vs_POS_numVerbs,0.09354294850706586,0.760077846334438
metaphor_vs_POS_numAdverbs,6.95600823430028,0.009093077247948247
metaphor_vs_POS_numModals,,
metaphor_vs_POS_numPrepositions,0.41156578901084356,0.5220010691365236
metaphor_vs_POS_numInterjections,10.093779287259698,0.0017541066816258223
metaphor_vs_POS_numPerPronouns,0.5328536161457443,0.4663691778753729
metaphor_vs_POS_numWhPronouns,,
metaphor_vs_POS_numLexicals,1.0541468105039065,0.3059471756710957
metaphor_vs_POS_numFunctionWords,3.995606513537616,0.04714074334347741
metaphor_vs_POS_numDeterminers,1.457412741036804,0.22894399534706456
metaphor_vs_POS_numVerbsVB,0.0727760490699331,0.7876494140530292
metaphor_vs_POS_numVerbsVBG,,
metaphor_vs_POS_numVerbsVBN,1.0596139813566032,0.3046999499448031
metaphor_vs_POS_numVerbsVBP,,
metaphor_vs_POS_numVerbsVBZ,,
metaphor_vs_POS_advVar,7.245489384171169,0.007785970577935577
metaphor_vs_POS_adjVar,4.28072630217609,0.03999206081865838
metaphor_vs_POS_modVar,0.6092093245906987,0.43612239265942987
metaphor_vs_POS_nounVar,0.09293554300676697,0.7608340260155633
metaphor_vs_POS_verbVar1,0.030888617771180456,0.8606888901470949
metaphor_vs_POS_verbVar2,0.3861255241776232,0.5351380294201312
metaphor_vs_POS_squaredVerbVar1,4.322891542344455,0.03903654118815142
metaphor_vs_POS_correctedVV1,3.6273557516162396,0.05844976958180404
metaphor_vs_localNounOverlapCount,,
metaphor_vs_localArgumentOverlapCount,4.163909685590965,0.04277099703599731
metaphor_vs_localStemOverlapCount,1.7146627867536768,0.1920692016616183
metaphor_vs_localContentWordOverlap,0.019763424637896994,0.8883587750314746
metaphor_vs_globalNounOverlapCount,,
metaphor_vs_globalArgumentOverlapCount,0.11217054178142657,0.7380807550530191
metaphor_vs_globalStemOverlapCount,0.006147167030053538,0.9375948617025212
metaphor_vs_globalContentWordOverlap,0.12033357714361004,0.729082742861046
metaphor_vs_TTR,3.6980284493416598,0.0560729461611045
metaphor_vs_CorrectedTTR,2.6553344757520487,0.10497144340948396
metaphor_vs_RootTTR,2.655334475751976,0.10497144340948954
metaphor_vs_BilogTTR,2.402698291791902,0.122902306144827
metaphor_vs_MTLD,13.809817283079093,0.00027066339760035757
metaphor_vs_conjunctToSent,0.3266602412022972,0.5683532971727417
metaphor_vs_conjunctTypesToSent,1.247071950139601,0.2656175956650095
metaphor_vs_conjunctToWords,0.41685486131393634,0.519342014605467
metaphor_vs_conjunctNum,1.2991990215017066,0.25589104012785374
metaphor_vs_conjunctTypesToTotal,1.095857101596213,0.296596508484588
metaphor_vs_conjunctNeighborSent,4.733851960906405,0.03089257793598984
metaphor_vs_Segment,,
metaphor_vs_WC,,
metaphor_vs_WPS,,
metaphor_vs_BigWords,,
metaphor_vs_emopos,,
metaphor_vs_emoneg,,
metaphor_vs_anxiete,,
metaphor_vs_colère,,
metaphor_vs_tristesse,,
metaphor_vs_cognition,,
metaphor_vs_perspicacite,,
metaphor_vs_cause,,
metaphor_vs_divergence,,
metaphor_vs_tentative,,
metaphor_vs_certitude,,
metaphor_vs_inhibition,,
metaphor_vs_inclusion,,
metaphor_vs_exclusion,,
metaphor_vs_perception,,
metaphor_vs_remplisseur,,
metaphor_vs_Unnamed: 5,,
metaphor_vs_Unnamed: 6,,
metaphor_vs_Unnamed: 7,,
metaphor_vs_Unnamed: 8,,
metaphor_vs_Unnamed: 9,,
metaphor_vs_Unnamed: 10,,
metaphor_vs_Unnamed: 11,,
metaphor_vs_Unnamed: 12,,
metaphor_vs_Unnamed: 13,,
metaphor_vs_Unnamed: 14,,
metaphor_vs_Unnamed: 15,,
metaphor_vs_Unnamed: 16,,
metaphor_vs_Unnamed: 17,,
metaphor_vs_Unnamed: 18,,
metaphor_vs_Unnamed: 19,,
metaphor_vs_Unnamed: 20,,
metaphor_vs_Unnamed: 21,,
metaphor_vs_Unnamed: 38,,
metaphor_vs_Unnamed: 39,,
metaphor_vs_Unnamed: 40,,
metaphor_vs_Unnamed: 41,,
metaphor_vs_Unnamed: 42,,
metaphor_vs_DISC_RefExprPronounsPerNoun,1.1718304996890938,0.28048970414316016
metaphor_vs_DISC_RefExprPronounsPerSen,1.7115230592202617,0.19247471686334838
metaphor_vs_DISC_RefExprPronounsPerWord,0.12618265291365427,0.7228438628875138
metaphor_vs_DISC_RefExprPerPronounsPerSen,1.7115230592202617,0.19247471686334838
metaphor_vs_DISC_RefExprPerProPerWord,0.12618265291365427,0.7228438628875138
metaphor_vs_DISC_RefExprPossProPerSen,,
metaphor_vs_DISC_RefExprPossProPerWord,,
metaphor_vs_DISC_RefExprDefArtPerSen,,
metaphor_vs_DISC_RefExprDefArtPerWord,,
metaphor_vs_DISC_RefExprProperNounsPerNoun,38.54730779143061,3.6607563411607763e-09
